ticket_id,customer_id,subject,body,created_at,closed_at,status,priority,category,subcategory,system,channel
TKT-15369,EMP-488,VPN Drop reported on Core Banking (T24),Yes and century development just life order young long economic style.,2023-09-13 15:37:18,2023-09-13 19:12:19.947933,Closed,Medium,Network,VPN Drop,Core Banking (T24),Service Portal
TKT-15370,EMP-253,MFA Failure reported on HR Portal,Onto him tonight understand size compare plant Democrat sell.,2023-12-11 21:46:31,2023-12-13 14:46:47.435716,Closed,Low,Access,MFA Failure,HR Portal,Service Portal
TKT-15371,EMP-601,App Crash reported on Core Banking (T24),Decide agreement lay wish break system science.,2023-07-12 10:11:25,2023-07-12 17:54:38.158258,Resolved,Medium,Software,App Crash,Core Banking (T24),Email
TKT-15372,EMP-833,Unhandled Exception reported on ATM Switch,Conference his to mission shoulder consider director college nor arrive space.,2023-11-13 23:52:08,2023-11-14 19:06:50.529526,Closed,Medium,Software,Unhandled Exception,ATM Switch,Service Portal
TKT-15373,EMP-202,Disk Failure reported on Core Banking (T24),My scene fact hour able pressure resource produce young money forward.,2023-03-08 01:45:00,2023-03-08 15:46:24.239302,Closed,Medium,Hardware,Disk Failure,Core Banking (T24),Email
TKT-15374,EMP-101,App Crash reported on Mobile Banking App,Part them worker audience baby still scientist country all everyone call long foot.,2023-07-16 15:39:19,2023-07-19 08:05:21.696019,Resolved,Low,Software,App Crash,Mobile Banking App,Email
TKT-15375,EMP-595,Login Failure reported on Email Server (Exchange),Whatever mother get edge glass add fine collection agent.,2023-03-23 15:22:59,2023-03-24 22:31:43.424114,Closed,Low,Software,Login Failure,Email Server (Exchange),Email
TKT-15376,EMP-489,Latency High reported on Internet Banking Portal,Rate serious power young benefit use begin right respond.,2023-10-29 03:19:19,2023-10-29 10:49:25.425738,Closed,High,Network,Latency High,Internet Banking Portal,Automated Alert
TKT-15377,EMP-823,Permission Denied reported on Core Banking (T24),Should explain believe area artist despite only either structure key.,2023-10-19 19:09:02,2023-10-21 21:22:35.221614,Closed,Low,Access,Permission Denied,Core Banking (T24),Email
TKT-15378,EMP-373,Latency High reported on Mobile Banking App,Bring security although sound pull again the.,2023-11-06 20:26:06,2023-11-06 23:35:15.487550,Closed,Critical,Network,Latency High,Mobile Banking App,Phone
TKT-15379,EMP-259,Disk Failure reported on Core Banking (T24),Ago story short industry understand sell right project benefit marriage may medical.,2023-10-22 00:50:32,2023-10-23 11:46:02.643703,Closed,Low,Hardware,Disk Failure,Core Banking (T24),Automated Alert
TKT-15380,EMP-939,Data Sync Error reported on ATM Switch,Special every week local dog which no realize that certainly here.,2023-01-05 12:47:58,2023-01-10 06:09:00.263211,Closed,Low,Software,Data Sync Error,ATM Switch,Service Portal
TKT-15381,EMP-865,App Crash reported on Core Banking (T24),Simple true us difficult people three miss whether job artist say.,2023-12-30 02:47:20,,Open,Medium,Software,App Crash,Core Banking (T24),Automated Alert
TKT-15382,EMP-897,Memory Leak reported on Core Banking (T24),And he new serve offer Republican.,2023-10-05 11:57:38,2023-10-06 01:25:12.095828,Closed,Low,Hardware,Memory Leak,Core Banking (T24),Service Portal
TKT-15383,EMP-824,Latency High reported on Email Server (Exchange),Attack to skin once where central assume owner system center.,2023-12-09 18:09:10,,Open,Medium,Network,Latency High,Email Server (Exchange),Service Portal
TKT-15384,EMP-905,Switch Port Error reported on Core Banking (T24),But industry art one measure teach require son cell agree attack join.,2023-02-06 00:24:21,2023-02-06 14:47:19.119858,Closed,Medium,Hardware,Switch Port Error,Core Banking (T24),Email
TKT-15385,EMP-745,Unhandled Exception reported on Email Server (Exchange),Wait leg east care for before one impact effect thing.,2023-07-30 05:03:19,2023-07-31 21:33:22.333218,Closed,Low,Software,Unhandled Exception,Email Server (Exchange),Phone
TKT-15386,EMP-173,Account Locked reported on ATM Switch,Successful field why drop himself century.,2023-11-24 03:33:16,,Pending,Medium,Access,Account Locked,ATM Switch,Email
TKT-15387,EMP-399,Server Overheat reported on Mobile Banking App,Note property early section road tell dream gas small bag much.,2023-05-25 11:14:13,2023-05-25 13:13:28.272227,Closed,Medium,Hardware,Server Overheat,Mobile Banking App,Email
TKT-15388,EMP-847,Packet Loss reported on Core Banking (T24),Close example exactly investment begin stuff alone why treat reflect.,2023-09-27 02:10:41,2023-09-29 05:27:17.422223,Closed,Critical,Network,Packet Loss,Core Banking (T24),Email
TKT-15389,EMP-992,Packet Loss reported on Email Server (Exchange),Sea tax society before partner resource off my food young.,2023-08-11 09:49:37,2023-08-12 04:13:31.919819,Closed,Medium,Network,Packet Loss,Email Server (Exchange),Email
TKT-15390,EMP-168,Latency High reported on Core Banking (T24),Federal admit baby author look guy arm.,2023-05-30 11:37:12,2023-05-30 13:04:52.127684,Closed,Medium,Network,Latency High,Core Banking (T24),Phone
TKT-15391,EMP-400,VPN Drop reported on Core Banking (T24),Feeling require his avoid fund expect serious process respond themselves who.,2023-03-30 05:41:02,2023-03-31 20:00:48.797806,Closed,Low,Network,VPN Drop,Core Banking (T24),Automated Alert
TKT-15392,EMP-417,Packet Loss reported on Mobile Banking App,White quality candidate as sport civil choose some so person so defense.,2023-12-24 07:23:01,2023-12-24 14:29:32.772407,Closed,Medium,Network,Packet Loss,Mobile Banking App,Email
TKT-15393,EMP-328,Unhandled Exception reported on HR Portal,Admit raise although dog civil us measure know.,2023-06-26 13:45:52,2023-06-26 14:18:58.689303,Closed,Critical,Software,Unhandled Exception,HR Portal,Email
TKT-15394,EMP-627,Switch Port Error reported on Mobile Banking App,Water dinner sea left job score real piece father bill.,2023-10-31 20:29:50,2023-11-02 13:18:21.381184,Resolved,Low,Hardware,Switch Port Error,Mobile Banking App,Email
TKT-15395,EMP-598,VPN Drop reported on HR Portal,Tax have all call significant participant evening according manager energy federal bag woman.,2023-08-02 15:14:17,2023-08-06 07:01:26.568092,Closed,Low,Network,VPN Drop,HR Portal,Email
TKT-15396,EMP-205,Data Sync Error reported on Treasury System,Mention those effort floor choose true state food when perform eight by meeting.,2023-01-10 01:21:21,2023-01-10 06:17:37.338581,Closed,High,Software,Data Sync Error,Treasury System,Automated Alert
TKT-15397,EMP-837,Server Overheat reported on Core Banking (T24),Else throughout sell say challenge thing.,2023-12-03 14:22:21,2023-12-03 17:15:47.714798,Closed,Low,Hardware,Server Overheat,Core Banking (T24),Service Portal
TKT-15398,EMP-720,Account Locked reported on Mobile Banking App,Task dog same until degree girl between to too blue buy.,2023-07-25 00:29:01,2023-07-25 23:41:03.830742,Closed,Medium,Access,Account Locked,Mobile Banking App,Phone
TKT-15399,EMP-277,Latency High reported on Treasury System,Manage walk recent than inside response per memory score.,2023-09-12 20:31:05,2023-09-14 03:46:59.284105,Closed,Low,Network,Latency High,Treasury System,Service Portal
TKT-15400,EMP-255,Account Locked reported on Internet Banking Portal,Scientist have place science charge sport baby might.,2023-02-18 10:20:36,2023-02-18 20:23:18.573728,Closed,Medium,Access,Account Locked,Internet Banking Portal,Service Portal
TKT-15401,EMP-831,VPN Drop reported on Mobile Banking App,Near production any lot now those deal over statement could south painting picture.,2023-01-12 15:17:13,2023-01-14 01:18:28.577879,Closed,Low,Network,VPN Drop,Mobile Banking App,Email
TKT-15402,EMP-786,Disk Failure reported on Mobile Banking App,Walk speech state again adult serve tough check nor price professional media brother.,2023-08-24 21:04:54,2023-08-26 21:57:59.976605,Resolved,Low,Hardware,Disk Failure,Mobile Banking App,Automated Alert
TKT-15403,EMP-518,Unhandled Exception reported on ATM Switch,Door share type popular yet mind conference my third.,2023-02-16 07:04:28,2023-02-17 08:14:57.250444,Closed,Low,Software,Unhandled Exception,ATM Switch,Phone
TKT-15404,EMP-295,Switch Port Error reported on Internet Banking Portal,Responsibility across without modern similar magazine week or matter leader news notice.,2023-05-24 09:43:09,2023-05-25 03:12:54.907750,Closed,Medium,Hardware,Switch Port Error,Internet Banking Portal,Service Portal
TKT-15405,EMP-846,MFA Failure reported on Core Banking (T24),Exist end citizen current general offer reveal plant high.,2023-03-11 06:42:43,2023-03-13 13:03:18.286022,Closed,Low,Access,MFA Failure,Core Banking (T24),Email
TKT-15406,EMP-273,Login Failure reported on Mobile Banking App,Agreement rise sister control significant ahead certainly American machine.,2023-07-19 17:23:05,2023-07-20 13:44:37.464999,Closed,Medium,Software,Login Failure,Mobile Banking App,Phone
TKT-15407,EMP-827,Account Locked reported on Mobile Banking App,Worker somebody up unit policy never need before less.,2023-05-25 17:16:35,2023-05-25 20:52:17.423316,Closed,Critical,Access,Account Locked,Mobile Banking App,Phone
TKT-15408,EMP-606,API Timeout reported on Mobile Banking App,Nearly sure debate I positive parent blue time hot share heart quality result.,2023-07-30 01:23:28,2023-08-01 06:23:24.554349,Closed,Low,Software,API Timeout,Mobile Banking App,Service Portal
TKT-15409,EMP-474,Switch Port Error reported on Core Banking (T24),Approach east even sure thought white food instead note.,2023-02-11 10:20:05,2023-02-11 17:10:26.866934,Closed,Medium,Hardware,Switch Port Error,Core Banking (T24),Email
TKT-15410,EMP-481,Data Sync Error reported on Mobile Banking App,Present common indicate design general knowledge medical audience.,2023-12-10 05:21:32,2023-12-10 07:02:33.976532,Closed,Critical,Software,Data Sync Error,Mobile Banking App,Email
TKT-15411,EMP-683,Memory Leak reported on ATM Switch,Grow strategy or impact beautiful region fill interest health property various around.,2023-12-24 20:29:20,2023-12-25 03:27:20.674261,Closed,Medium,Hardware,Memory Leak,ATM Switch,Automated Alert
TKT-15412,EMP-388,Account Locked reported on HR Portal,Song Republican like any amount break either add compare probably step fund stuff.,2023-09-27 09:15:14,2023-09-27 12:52:09.478774,Closed,Critical,Access,Account Locked,HR Portal,Email
TKT-15413,EMP-888,Password Reset reported on Core Banking (T24),Activity TV minute take community thousand onto sort gun other feeling.,2023-08-17 20:42:21,2023-08-19 07:38:23.142761,Closed,Low,Access,Password Reset,Core Banking (T24),Phone
TKT-15414,EMP-826,Server Overheat reported on Internet Banking Portal,Affect same move speech explain price require house several mouth many.,2023-03-25 07:02:54,2023-03-25 14:04:28.514783,Closed,High,Hardware,Server Overheat,Internet Banking Portal,Automated Alert
TKT-15415,EMP-821,Server Overheat reported on ATM Switch,Security kid model candidate prepare somebody out quickly play treat ok.,2023-05-06 11:45:44,2023-05-06 18:42:59.961343,Closed,High,Hardware,Server Overheat,ATM Switch,Service Portal
TKT-15416,EMP-101,API Timeout reported on ATM Switch,Possible another interest whom record shake let ever.,2023-07-05 00:38:47,2023-07-05 17:46:36.769174,Closed,Low,Software,API Timeout,ATM Switch,Automated Alert
TKT-15417,EMP-325,Permission Denied reported on ATM Switch,Democrat father according religious lead fly front ahead reason.,2023-06-19 22:36:37,2023-06-20 08:52:34.992627,Closed,Medium,Access,Permission Denied,ATM Switch,Phone
TKT-15418,EMP-372,Permission Denied reported on Internet Banking Portal,Deal spring want fact thousand dinner become short.,2023-09-19 00:36:20,2023-09-19 01:12:05.626454,Closed,Critical,Access,Permission Denied,Internet Banking Portal,Phone
TKT-15419,EMP-719,Data Sync Error reported on Internet Banking Portal,Window main eye walk receive benefit woman.,2023-10-09 14:58:07,2023-10-11 22:57:57.013725,Resolved,Low,Software,Data Sync Error,Internet Banking Portal,Phone
TKT-15420,EMP-143,Latency High reported on Mobile Banking App,Seat after certainly thus step any forward minute floor.,2023-05-19 07:50:38,2023-05-20 08:05:51.898761,Closed,Low,Network,Latency High,Mobile Banking App,Service Portal
TKT-15421,EMP-106,Data Sync Error reported on HR Portal,High total debate base knowledge whatever minute.,2023-12-04 22:33:01,2023-12-05 03:27:59.316855,Closed,High,Software,Data Sync Error,HR Portal,Email
TKT-15422,EMP-808,Disk Failure reported on Mobile Banking App,True like method nature industry whom he face adult recent bed information themselves common.,2023-10-02 07:07:15,2023-10-02 07:56:43.779144,Closed,Critical,Hardware,Disk Failure,Mobile Banking App,Automated Alert
TKT-15423,EMP-146,MFA Failure reported on Internet Banking Portal,Dinner field bag meeting begin north specific key eight near avoid.,2023-03-05 23:11:11,2023-03-06 03:24:15.225197,Closed,Low,Access,MFA Failure,Internet Banking Portal,Automated Alert
TKT-15424,EMP-912,Latency High reported on ATM Switch,Leg position west social this simple seek.,2023-07-15 09:04:38,2023-07-15 20:30:37.646806,Closed,Medium,Network,Latency High,ATM Switch,Service Portal
TKT-15425,EMP-289,Latency High reported on Core Banking (T24),Moment science night cell increase despite decide other it.,2023-08-18 02:36:51,2023-08-18 18:39:17.720775,Resolved,Medium,Network,Latency High,Core Banking (T24),Phone
TKT-15426,EMP-138,Password Reset reported on ATM Switch,Safe mother realize more PM service fish evidence whole study experience.,2023-05-25 03:08:51,2023-05-25 16:52:22.947974,Closed,Medium,Access,Password Reset,ATM Switch,Service Portal
TKT-15427,EMP-929,Permission Denied reported on Mobile Banking App,Find realize society continue enough purpose lay.,2023-06-28 23:26:37,2023-06-29 02:56:40.121353,Closed,Medium,Access,Permission Denied,Mobile Banking App,Phone
TKT-15428,EMP-708,Packet Loss reported on Core Banking (T24),Buy read standard music kind campaign couple kitchen.,2023-12-25 14:31:43,2023-12-27 01:44:20.645062,Closed,Low,Network,Packet Loss,Core Banking (T24),Email
TKT-15429,EMP-316,VPN Drop reported on Mobile Banking App,Right former establish something civil detail early.,2023-02-10 01:16:35,2023-02-10 15:17:44.826363,Closed,Medium,Network,VPN Drop,Mobile Banking App,Service Portal
TKT-15430,EMP-437,Password Reset reported on Mobile Banking App,Later professional vote even billion story from whether mouth including describe establish character.,2023-09-23 09:51:42,2023-09-23 17:18:28.254955,Closed,High,Access,Password Reset,Mobile Banking App,Automated Alert
